"Date","DissolvedOxygenppm","DissolvedOxygenppm_Qual","WaterTemperature","WaterTemperature_Qual"
"00:00:00 06/11/2007",9.498,2,16.4,2
"00:00:00 06/11/2008",6.473,2,17.3,2
"00:00:00 06/11/2009",6.542,2,19.1,2
"00:00:00 06/11/2011",7.738,15,18.4,2
"00:00:00 06/11/2012",7.7,2,18.8,2
"00:00:00 06/11/2013",8.225,2,18.9,2
"00:00:00 06/12/2005",NA,180,NA,170
"00:00:00 06/12/2006",5.736,2,21.8,2
"00:00:00 06/12/2007",8.005,2,20.8,2
"00:00:00 06/12/2008",6.588,2,21,2
"00:00:00 06/12/2009",7.354,2,20.5,2
"00:00:00 06/12/2010",7.486,2,19.7,2
"00:00:00 06/12/2011",8.209,50,19.2,2
"00:00:00 06/12/2013",9.467,2,17.9,2
"00:00:00 07/01/2006",NA,180,NA,170
"00:00:00 07/01/2007",5.391,2,25.3,2
"00:00:00 07/01/2010",6.646,2,21.5,2
"00:00:00 07/01/2011",6.553,100,23.7,2
"00:00:00 07/01/2012",NA,161,23.4,2
"00:00:00 07/01/2014",8.863,15,19,2
"00:00:00 07/02/2006",NA,NA,NA,170
"00:00:00 07/02/2007",5.528,2,22.6,2
"00:00:00 07/02/2008",3.259,2,24.1,2
"00:00:00 07/02/2010",5.477,2,22.3,2
"00:00:00 07/02/2011",4.834,100,21.2,2
"00:00:00 07/02/2012",NA,161,21.7,2
"00:00:00 07/02/2013",NA,180,23.4,2
"00:00:00 07/02/2014",7.687,2,23.8,2
"00:00:00 07/03/2006",NA,180,NA,170
"00:00:00 07/03/2007",5.256,2,20.1,2
"00:00:00 07/03/2008",NA,NA,20.3,2
"00:00:00 07/03/2009",8.914,2,18.9,2
"00:00:00 07/03/2010",5.204,2,23.1,2
"00:00:00 07/03/2011",6.977,2,19.1,2
"00:00:00 07/03/2012",7.84,2,19.8,2
"00:00:00 07/04/2006",7.935,2,14.3,2
"00:00:00 07/04/2007",5.94,2,16.6,2
"00:00:00 07/04/2008",7.217,2,16.2,2
"00:00:00 07/04/2009",NA,NA,16.5,2
"00:00:00 07/04/2010",6.48,2,18.6,2
"00:00:00 07/04/2011",6.467,2,17.2,2
"00:00:00 07/04/2012",7.632,2,19.5,2
"00:00:00 07/04/2013",8.603,100,17.6,2
"00:00:00 07/05/2006",8.374,2,14.5,2
"00:00:00 07/05/2007",5.795,2,16,2
"00:00:00 07/05/2008",8.079,2,13.3,2
"00:00:00 07/05/2009",9.16,2,12.1,2
"00:00:00 07/05/2010",7.719,2,14.3,2
"00:00:00 07/05/2011",9.432,2,15.7,2
"00:00:00 07/05/2012",8.895,2,13.7,2
"00:00:00 07/05/2013",9.855,15,11.6,2
"00:00:00 07/06/2006",9.478,2,10.9,2
"00:00:00 07/06/2007",8.851,2,NA,NA
"00:00:00 07/06/2008",7.862,2,12.9,2
"00:00:00 07/06/2009",NA,NA,12.5,2
"00:00:00 07/06/2010",9.249,2,12,2
"00:00:00 07/06/2011",10.108,2,10.6,2
"00:00:00 07/06/2012",8.553,15,11.1,2
"00:00:00 07/06/2013",9.543,15,12,2
"00:00:00 07/07/2006",9.8,2,9.9,2
"00:00:00 07/07/2007",11.075,2,8.6,2
"00:00:00 07/07/2008",9.275,2,9.7,2
"00:00:00 07/07/2009",10.362,2,11.1,2
"00:00:00 07/07/2010",10.393,15,9.7,2
"00:00:00 07/07/2011",10.48,2,9,2
"00:00:00 07/07/2012",11.314,15,9.3,2
"00:00:00 07/07/2013",8.147,15,9.9,2
"00:00:00 07/08/2006",8.107,2,11.2,2
"00:00:00 07/08/2007",NA,NA,9,2
"00:00:00 07/08/2008",10.583,2,10.4,2
"00:00:00 07/08/2009",9.952,2,12.1,2
"00:00:00 07/08/2010",10.999,15,10.3,2
"00:00:00 07/08/2011",10.562,2,9.9,2
"00:00:00 07/08/2013",10.678,2,10,2
"00:00:00 07/09/2006",8.788,2,13,2
"00:00:00 07/09/2007",9.117,2,12.5,2
"00:00:00 07/09/2008",10.722,2,12,2
"00:00:00 07/09/2009",8.586,2,12.4,2
"00:00:00 07/09/2010",10.027,15,11,2
"00:00:00 07/09/2011",8.484,2,12.6,2
"00:00:00 07/09/2013",9.676,2,13.8,2
"00:00:00 07/10/2006",9.701,2,15.6,2
"00:00:00 07/10/2007",7.475,2,15.7,2
"00:00:00 07/10/2008",6.336,2,14.2,2
"00:00:00 07/10/2009",8.726,2,13.3,2
"00:00:00 07/10/2010",7.897,2,16,2
"00:00:00 07/10/2011",9.425,2,15.5,2
"00:00:00 07/10/2012",9.739,2,14.3,2
"00:00:00 07/10/2013",9.777,2,14.4,2
"00:00:00 07/11/2005",6.497,100,NA,170
"00:00:00 07/11/2006",6.357,2,17.9,2
"00:00:00 07/11/2007",9.691,2,16.5,2
"00:00:00 07/11/2008",5.354,2,18.7,2
"00:00:00 07/11/2009",6.314,2,18.8,2
"00:00:00 07/11/2011",6.566,15,19.6,2
"00:00:00 07/11/2012",7.6,2,18.8,2
"00:00:00 07/11/2013",8.168,2,19.4,2
"00:00:00 07/12/2005",NA,NA,NA,170
"00:00:00 07/12/2006",6.007,2,21.6,2
"00:00:00 07/12/2007",7.704,2,21,2
"00:00:00 07/12/2008",6.461,2,22.1,2
"00:00:00 07/12/2009",7.235,2,20.9,2
"00:00:00 07/12/2010",7.633,2,19.4,2
"00:00:00 07/12/2011",9.379,50,19.1,2
"00:00:00 07/12/2013",9.056,2,18.6,2
"00:00:00 08/01/2006",NA,NA,NA,170
"00:00:00 08/01/2007",5.862,2,23.1,2
"00:00:00 08/01/2010",6.78,2,22.9,2
"00:00:00 08/01/2011",6.709,100,24.1,2
"00:00:00 08/01/2012",NA,161,22.8,2
"00:00:00 08/01/2014",8.516,15,19.5,2
"00:00:00 08/02/2006",NA,NA,NA,170
"00:00:00 08/02/2007",5.747,2,21,2
"00:00:00 08/02/2008",6.819,2,24,2
"00:00:00 08/02/2010",5.465,2,22.9,2
"00:00:00 08/02/2011",4.215,100,21.3,2
"00:00:00 08/02/2012",NA,161,20.9,2
"00:00:00 08/02/2013",NA,180,23.3,2
"00:00:00 08/02/2014",7.839,2,24.4,2
"00:00:00 08/03/2007",5.572,2,21.1,2
"00:00:00 08/03/2008",4.88,2,19.6,2
"00:00:00 08/03/2009",7.439,2,18.5,2
"00:00:00 08/03/2010",5.528,2,22.2,2
"00:00:00 08/03/2011",6.673,100,19.7,2
"00:00:00 08/03/2012",8.037,2,19.3,2
"00:00:00 08/04/2006",8.477,2,14.3,2
"00:00:00 08/04/2007",6.175,2,16.2,2
"00:00:00 08/04/2008",6.845,2,16.4,2
"00:00:00 08/04/2009",NA,NA,16.9,2
"00:00:00 08/04/2010",6.298,2,19.1,2
"00:00:00 08/04/2011",6.192,2,17.3,2
"00:00:00 08/04/2012",7.544,2,18.6,2
"00:00:00 08/04/2013",8.302,100,18.3,2
"00:00:00 08/05/2006",NA,NA,13.4,2
"00:00:00 08/05/2007",5.854,2,15.9,2
"00:00:00 08/05/2008",8.144,2,13.5,2
"00:00:00 08/05/2009",8.818,2,13,2
"00:00:00 08/05/2010",7.456,2,14.4,2
"00:00:00 08/05/2011",9.357,2,15.5,2
"00:00:00 08/05/2012",8.564,2,13.8,2
"00:00:00 08/05/2013",9.918,15,11.7,2
"00:00:00 08/06/2006",9.588,2,10.2,2
"00:00:00 08/06/2007",8.562,2,9.7,2
"00:00:00 08/06/2008",7.792,2,13,2
"00:00:00 08/06/2009",6.668,2,12,2
"00:00:00 08/06/2010",9.314,2,11.8,2
"00:00:00 08/06/2011",10.334,2,9.9,2
"00:00:00 08/06/2012",8.888,15,10.9,2
"00:00:00 08/06/2013",9.55,15,11.3,2
"00:00:00 08/07/2006",9.6,2,10,2
"00:00:00 08/07/2007",11.186,2,8.6,2
"00:00:00 08/07/2008",9.126,2,10.1,2
"00:00:00 08/07/2009",10.513,2,10.7,2
"00:00:00 08/07/2010",10.8,15,9.3,2
"00:00:00 08/07/2011",10.848,2,9.1,2
"00:00:00 08/07/2012",11.549,15,8.6,2
"00:00:00 08/07/2013",7.857,15,10,2
"00:00:00 08/08/2006",8.046,2,10.7,2
"00:00:00 08/08/2007",11.121,2,8.7,2
"00:00:00 08/08/2008",10.757,2,NA,NA
"00:00:00 08/08/2009",9.903,2,11.4,2
"00:00:00 08/08/2010",11.336,15,9.9,2
"00:00:00 08/08/2011",10.734,2,9.4,2
"00:00:00 08/08/2013",10.698,2,10.1,2
"00:00:00 08/09/2006",9.154,2,13,2
"00:00:00 08/09/2007",9.226,2,12.4,2
"00:00:00 08/09/2008",10.128,2,12.6,2
"00:00:00 08/09/2009",8.3,2,12.7,2
"00:00:00 08/09/2010",10.113,15,11,2
"00:00:00 08/09/2011",8.694,2,12.7,2
"00:00:00 08/09/2013",9.806,2,13.7,2
"00:00:00 08/10/2006",9.49,2,16.1,2
"00:00:00 08/10/2007",8.225,2,15.7,2
"00:00:00 08/10/2008",7.022,2,14.5,2
"00:00:00 08/10/2009",8.994,2,13,2
"00:00:00 08/10/2010",8.161,2,15.1,2
"00:00:00 08/10/2011",9.729,2,14.6,2
"00:00:00 08/10/2012",9.679,2,13.6,2
"00:00:00 08/10/2013",9.892,2,14.3,2
"00:00:00 08/11/2005",6.539,100,NA,170
"00:00:00 08/11/2006",6.666,2,16.9,2
"00:00:00 08/11/2007",9.785,2,16.5,2
"00:00:00 08/11/2008",5.135,2,17.4,2
"00:00:00 08/11/2009",5.885,2,20.5,2
"00:00:00 08/11/2011",6.695,15,19.7,2
"00:00:00 08/11/2012",7.4,2,18.4,2
"00:00:00 08/11/2013",8.011,2,18.6,2
"00:00:00 08/12/2005",NA,180,NA,170
"00:00:00 08/12/2006",6.177,2,21.7,2
"00:00:00 08/12/2007",6.104,2,21.2,2
"00:00:00 08/12/2008",6.735,2,19.2,2
"00:00:00 08/12/2009",7.517,2,21.1,2
"00:00:00 08/12/2010",7.479,2,20.7,2
"00:00:00 08/12/2011",9.65,50,20.1,2
"00:00:00 08/12/2013",9.745,2,19,2
"00:00:00 09/01/2006",NA,180,NA,170
"00:00:00 09/01/2007",6.432,2,21.8,2
"00:00:00 09/01/2010",6.215,2,23.6,2
"00:00:00 09/01/2011",6.366,100,24.3,2
"00:00:00 09/01/2012",NA,161,22.2,2
"00:00:00 09/01/2014",8.269,15,20.8,2
"00:00:00 09/02/2006",NA,NA,NA,170
"00:00:00 09/02/2007",6.366,2,20.8,2
"00:00:00 09/02/2008",6.08,2,21.4,2
"00:00:00 09/02/2010",4.953,2,24,2
"00:00:00 09/02/2011",3.597,100,21.3,2
"00:00:00 09/02/2012",NA,161,21,2
"00:00:00 09/02/2013",NA,180,23.6,2
"00:00:00 09/02/2014",7.891,2,25.5,2
"00:00:00 09/03/2007",5.389,2,19.9,2
"00:00:00 09/03/2008",4.86,2,19.5,2
"00:00:00 09/03/2009",7.564,2,18.3,2
"00:00:00 09/03/2010",5.452,2,23,2
"00:00:00 09/03/2011",5.47,100,20.3,2
"00:00:00 09/03/2012",7.735,2,19.1,2
"00:00:00 09/04/2006",8.619,2,14.1,2
"00:00:00 09/04/2007",NA,NA,16.3,2
"00:00:00 09/04/2008",7.572,2,16.5,2
"00:00:00 09/04/2009",7.223,2,17.2,2
"00:00:00 09/04/2010",6.516,2,18.4,2
"00:00:00 09/04/2011",6.618,2,17.8,2
"00:00:00 09/04/2012",7.555,2,18,2
"00:00:00 09/04/2013",8.301,100,18.5,2
"00:00:00 09/05/2006",9.061,2,12.7,2
"00:00:00 09/05/2007",5.914,2,16.1,2
"00:00:00 09/05/2008",7.908,2,13.6,2
"00:00:00 09/05/2009",8.676,2,13.4,2
"00:00:00 09/05/2010",7.594,2,14.3,2
"00:00:00 09/05/2011",9.383,2,15.1,2
"00:00:00 09/05/2012",8.432,2,14.3,2
"00:00:00 09/05/2013",10.081,15,11.9,2
"00:00:00 09/06/2006",9.998,2,9.4,2
"00:00:00 09/06/2007",8.772,2,9.6,2
"00:00:00 09/06/2008",9.424,2,12.5,2
"00:00:00 09/06/2009",6.044,2,12,2
"00:00:00 09/06/2010",9.28,2,11.1,2
"00:00:00 09/06/2011",10.361,2,9.8,2
"00:00:00 09/06/2012",9.023,15,10.8,2
"00:00:00 09/06/2013",10.058,15,10.4,2
"00:00:00 09/07/2006",9.7,2,10,2
"00:00:00 09/07/2007",NA,NA,8.6,2
"00:00:00 09/07/2008",NA,NA,9.6,2
"00:00:00 09/07/2009",10.864,2,9.7,2
"00:00:00 09/07/2010",10.806,15,9.6,2
"00:00:00 09/07/2011",11.016,2,8.6,2
"00:00:00 09/07/2012",11.785,15,8.3,2
"00:00:00 09/07/2013",8.167,15,9.5,2
"00:00:00 09/08/2006",8.187,2,10.1,2
"00:00:00 09/08/2007",NA,NA,9.1,2
"00:00:00 09/08/2008",10.63,2,10.7,2
"00:00:00 09/08/2009",10.254,2,10.5,2
"00:00:00 09/08/2010",11.275,15,9.5,2
"00:00:00 09/08/2011",10.807,2,9.5,2
"00:00:00 09/08/2013",10.817,2,10.2,2
"00:00:00 09/09/2006",NA,NA,12.8,2
"00:00:00 09/09/2007",9.035,2,12.3,2
"00:00:00 09/09/2008",9.034,2,12.8,2
"00:00:00 09/09/2009",8.214,2,13,2
"00:00:00 09/09/2010",10.5,15,10.5,2
"00:00:00 09/09/2011",8.62,2,12.5,2
"00:00:00 09/09/2013",10.036,2,13.2,2
"00:00:00 09/10/2006",9.878,2,15.5,2
"00:00:00 09/10/2007",8.074,2,16.2,2
"00:00:00 09/10/2008",7.108,2,14.8,2
"00:00:00 09/10/2009",8.961,2,13.3,2
"00:00:00 09/10/2010",8.224,2,15.3,2
"00:00:00 09/10/2011",9.532,2,15.3,2
"00:00:00 09/10/2012",10.218,2,13.9,2
"00:00:00 09/10/2013",9.406,2,15.1,2
"00:00:00 09/11/2005",6.482,100,NA,170
"00:00:00 09/11/2006",7.174,2,16.4,2
"00:00:00 09/11/2007",NA,NA,16.3,2
"00:00:00 09/11/2008",6.817,2,17,2
"00:00:00 09/11/2009",5.856,2,21.1,2
"00:00:00 09/11/2011",7.523,15,20.4,2
"00:00:00 09/11/2012",7.5,2,19.8,2
"00:00:00 09/11/2013",8.555,2,19.4,2
"00:00:00 09/12/2005",NA,NA,NA,170
"00:00:00 09/12/2006",6.048,2,21.9,2
"00:00:00 09/12/2007",5.103,2,22,2
"00:00:00 09/12/2008",6.609,2,20.2,2
"00:00:00 09/12/2009",7.898,2,19.5,2
"00:00:00 09/12/2010",7.426,2,21,2
"00:00:00 09/12/2011",9.521,50,21.2,2
"00:00:00 09/12/2013",9.535,2,19.8,2
"00:00:00 10/01/2006",NA,NA,NA,170
"00:00:00 10/01/2007",6.502,2,21.8,2
"00:00:00 10/01/2010",6.449,2,25,2
"00:00:00 10/01/2011",6.122,100,23.4,2
"00:00:00 10/01/2012",NA,161,21.7,2
"00:00:00 10/01/2014",8.121,15,22.1,2
"00:00:00 10/02/2007",6.486,2,22.2,2
"00:00:00 10/02/2008",4.84,2,21.5,2
"00:00:00 10/02/2010",4.942,2,23.8,2
"00:00:00 10/02/2011",3.379,100,21.6,2
"00:00:00 10/02/2012",NA,161,22.1,2
"00:00:00 10/02/2013",NA,180,23.1,2
"00:00:00 10/02/2014",7.943,2,24.1,2
"00:00:00 10/03/2007",5.505,2,19.9,2
"00:00:00 10/03/2008",4.84,2,20.4,2
"00:00:00 10/03/2009",7.69,2,18.7,2
"00:00:00 10/03/2010",5.876,2,21.9,2
"00:00:00 10/03/2011",5.167,100,20.6,2
"00:00:00 10/03/2012",7.733,2,20.1,2
"00:00:00 10/04/2006",8.761,2,14,2
"00:00:00 10/04/2007",6.144,2,16.7,2
"00:00:00 10/04/2008",7.5,2,17,2
"00:00:00 10/04/2009",7.182,2,16.9,2
"00:00:00 10/04/2010",6.534,2,18.3,2
"00:00:00 10/04/2011",8.343,2,18.8,2
"00:00:00 10/04/2013",8.1,100,18.8,2
"00:00:00 10/05/2006",8.904,2,13.6,2
"00:00:00 10/05/2007",NA,NA,14.8,2
"00:00:00 10/05/2008",7.273,2,14.1,2
"00:00:00 10/05/2009",NA,NA,13.7,2
"00:00:00 10/05/2010",7.931,2,13.9,2
"00:00:00 10/05/2011",9.382,2,14.5,2
"00:00:00 10/05/2012",7.701,2,14.5,2
"00:00:00 10/05/2013",10.143,15,12.2,2
"00:00:00 10/06/2006",10.008,2,9.4,2
"00:00:00 10/06/2007",8.483,2,10.2,2
"00:00:00 10/06/2008",9.655,2,12.3,2
"00:00:00 10/06/2009",NA,NA,11.3,2
"00:00:00 10/06/2010",9.545,2,10.3,2
"00:00:00 10/06/2011",10.388,2,10.2,2
"00:00:00 10/06/2012",9.459,15,10.9,2
"00:00:00 10/06/2013",10.466,15,9.6,2
"00:00:00 10/07/2006",9.8,2,9.8,2
"00:00:00 10/07/2007",11.307,2,8.9,2
"00:00:00 10/07/2008",9.426,2,9.1,2
"00:00:00 10/07/2009",11.115,2,9.2,2
"00:00:00 10/07/2010",10.913,15,9.4,2
"00:00:00 10/07/2011",10.884,2,8.7,2
"00:00:00 10/07/2012",11.82,15,8.3,2
"00:00:00 10/07/2013",8.676,15,8.7,2
"00:00:00 10/08/2006",8.026,2,10.6,2
"00:00:00 10/08/2007",10.842,2,9.4,2
"00:00:00 10/08/2008",10.604,2,10.8,2
"00:00:00 10/08/2009",10.306,2,10.7,2
"00:00:00 10/08/2010",11.513,15,9.3,2
"00:00:00 10/08/2011",10.879,2,9.4,2
"00:00:00 10/08/2013",10.836,2,9.9,2
"00:00:00 10/09/2006",9.387,2,13,2
"00:00:00 10/09/2007",8.744,2,12.5,2
"00:00:00 10/09/2008",8.34,2,12.2,2
"00:00:00 10/09/2009",8.927,2,12.9,2
"00:00:00 10/09/2010",10.386,15,10.3,2
"00:00:00 10/09/2011",8.701,2,12.5,2
"00:00:00 10/09/2013",9.666,2,13.9,2
"00:00:00 10/10/2006",9.767,2,14.6,2
"00:00:00 10/10/2007",8.023,2,15.7,2
"00:00:00 10/10/2008",6.594,2,15.2,2
"00:00:00 10/10/2009",8.929,2,13.4,2
"00:00:00 10/10/2010",8.087,2,15.8,2
"00:00:00 10/10/2011",9.635,2,14.7,2
"00:00:00 10/10/2012",10.058,2,14.4,2
"00:00:00 10/10/2013",8.82,2,16.5,2
"00:00:00 10/11/2005",6.324,100,NA,170
"00:00:00 10/11/2006",7.483,2,17.6,2
"00:00:00 10/11/2007",10.271,2,16.8,2
"00:00:00 10/11/2008",5.898,2,18.3,2
"00:00:00 10/11/2009",6.328,2,22.5,2
"00:00:00 10/11/2011",8.152,15,18.2,2
"00:00:00 10/11/2012",7.7,2,19.4,2
"00:00:00 10/11/2013",8.198,2,18.2,2
"00:00:00 10/12/2005",NA,NA,NA,170
"00:00:00 10/12/2006",5.518,2,22.1,2
"00:00:00 10/12/2007",5.302,2,20.6,2
"00:00:00 10/12/2008",6.282,2,19.3,2
"00:00:00 10/12/2009",7.979,2,21.4,2
"00:00:00 10/12/2010",7.073,2,21,2
"00:00:00 10/12/2011",9.592,50,22.2,2
"00:00:00 10/12/2013",9.424,2,18.9,2
"00:00:00 11/01/2006",NA,NA,NA,170
"00:00:00 11/01/2007",5.973,2,21.4,2
"00:00:00 11/01/2010",6.483,2,24.6,2
"00:00:00 11/01/2011",7.078,100,23.5,2
"00:00:00 11/01/2012",NA,161,21.4,2
"00:00:00 11/01/2014",7.874,15,23.2,2
"00:00:00 11/02/2006",NA,NA,NA,170
"00:00:00 11/02/2007",5.505,2,21.7,2
"00:00:00 11/02/2008",5.9,2,22.4,2
"00:00:00 11/02/2010",4.73,2,24.1,2
"00:00:00 11/02/2011",3.261,100,22.6,2
"00:00:00 11/02/2012",NA,161,20.9,2
"00:00:00 11/02/2013",NA,180,22,2
"00:00:00 11/02/2014",7.694,2,23.6,2
"00:00:00 11/03/2006",7.123,2,21.3,2
"00:00:00 11/03/2007",5.921,2,19.9,2
"00:00:00 11/03/2008",NA,NA,21.4,2
"00:00:00 11/03/2009",7.815,2,20.2,2
"00:00:00 11/03/2010",5.401,2,20.5,2
"00:00:00 11/03/2011",7.064,100,20.4,2
"00:00:00 11/03/2012",7.73,2,19.5,2
"00:00:00 11/04/2006",8.521,2,14.1,2
"00:00:00 11/04/2007",6.479,2,16.8,2
"00:00:00 11/04/2008",NA,NA,17.7,2
"00:00:00 11/04/2009",6.94,2,17.3,2
"00:00:00 11/04/2010",6.152,2,18.6,2
"00:00:00 11/04/2011",8.369,2,18.7,2
"00:00:00 11/04/2013",7.799,100,18.8,2
"00:00:00 11/05/2006",9.248,2,12.5,2
"00:00:00 11/05/2008",6.538,2,14.7,2
"00:00:00 11/05/2009",8.793,2,13.3,2
"00:00:00 11/05/2010",7.868,2,14,2
"00:00:00 11/05/2011",9.454,2,14.1,2
"00:00:00 11/05/2012",8.169,2,14.1,2
"00:00:00 11/05/2013",10.206,15,12.4,2
"00:00:00 11/06/2006",10.119,2,9.1,2
"00:00:00 11/06/2007",8.894,2,9.3,2
"00:00:00 11/06/2008",9.786,2,12.8,2
"00:00:00 11/06/2009",7.197,2,10.3,2
"00:00:00 11/06/2010",9.71,2,10.2,2
"00:00:00 11/06/2011",10.315,2,10.5,2
"00:00:00 11/06/2012",9.594,15,10.5,2
"00:00:00 11/06/2013",10.574,15,9,2
"00:00:00 11/07/2006",9.6,2,NA,NA
"00:00:00 11/07/2007",NA,NA,8.8,2
"00:00:00 11/07/2008",9.476,2,9,2
"00:00:00 11/07/2009",11.267,2,9.2,2
"00:00:00 11/07/2010",10.919,15,9.1,2
"00:00:00 11/07/2011",10.952,2,8.5,2
"00:00:00 11/07/2012",11.656,15,8.7,2
"00:00:00 11/07/2013",8.886,15,8.2,2
"00:00:00 11/08/2006",8.466,2,10.6,2
"00:00:00 11/08/2007",10.453,2,9.6,2
"00:00:00 11/08/2008",NA,NA,10.4,2
"00:00:00 11/08/2009",10.257,2,11.2,2
"00:00:00 11/08/2010",11.251,15,9.1,2
"00:00:00 11/08/2011",10.851,2,9.7,2
"00:00:00 11/08/2013",10.855,2,10.2,2
"00:00:00 11/09/2006",9.553,2,13.3,2
"00:00:00 11/09/2007",8.653,2,NA,NA
"00:00:00 11/09/2008",8.046,2,13.1,2
"00:00:00 11/09/2009",8.941,2,12.7,2
"00:00:00 11/09/2010",9.972,15,10.7,2
"00:00:00 11/09/2011",8.582,2,12.8,2
"00:00:00 11/09/2013",9.096,2,14.1,2
"00:00:00 11/10/2006",9.455,2,15.3,2
"00:00:00 11/10/2007",7.673,2,16.2,2
"00:00:00 11/10/2008",6.58,2,15.1,2
"00:00:00 11/10/2009",8.796,2,13.1,2
"00:00:00 11/10/2010",7.95,2,16.2,2
"00:00:00 11/10/2011",9.738,2,14.2,2
"00:00:00 11/10/2012",9.997,2,14.3,2
"00:00:00 11/10/2013",8.334,2,15.3,2
"00:00:00 11/11/2005",6.567,100,NA,170
"00:00:00 11/11/2006",6.991,2,18.8,2
"00:00:00 11/11/2007",9.965,2,17.3,2
"00:00:00 11/11/2008",5.88,2,18.8,2
"00:00:00 11/11/2009",6.299,2,21.9,2
"00:00:00 11/11/2011",7.58,15,19,2
"00:00:00 11/11/2012",7.8,2,19.2,2
"00:00:00 11/11/2013",8.441,2,18.1,2
"00:00:00 11/12/2005",NA,NA,NA,170
"00:00:00 11/12/2006",4.188,2,22.1,2
"00:00:00 11/12/2007",5.802,2,21.5,2
"00:00:00 11/12/2008",6.556,2,19.8,2
"00:00:00 11/12/2009",7.261,2,20,2
"00:00:00 11/12/2010",7.219,2,21.2,2
"00:00:00 11/12/2011",9.663,50,22.5,2
"00:00:00 11/12/2013",9.813,2,18.8,2
"00:00:00 12/01/2007",5.743,2,21.2,2
"00:00:00 12/01/2010",5.917,2,25.7,2
"00:00:00 12/01/2011",6.934,100,23.6,2
"00:00:00 12/01/2012",NA,161,19.8,2
"00:00:00 12/01/2013",NA,180,24.2,2
"00:00:00 12/01/2014",7.327,15,23.2,2
"00:00:00 12/02/2006",NA,NA,NA,170
"00:00:00 12/02/2007",5.724,2,20.9,2
"00:00:00 12/02/2008",6.161,2,23.3,2
"00:00:00 12/02/2010",4.318,2,24.3,2
"00:00:00 12/02/2011",3.942,100,22.2,2
"00:00:00 12/02/2012",NA,161,21,2
"00:00:00 12/02/2013",NA,180,21.2,2
"00:00:00 12/02/2014",8.346,2,24.8,2
"00:00:00 12/03/2007",5.838,2,19.8,2
"00:00:00 12/03/2008",5,2,20.7,2
"00:00:00 12/03/2009",6.84,2,20.9,2
"00:00:00 12/03/2010",5.025,2,20.2,2
"00:00:00 12/03/2011",5.961,100,20.9,2
"00:00:00 12/03/2012",8.028,2,19.3,2
"00:00:00 12/04/2006",8.187,2,14.7,2
"00:00:00 12/04/2007",NA,NA,17.3,2
"00:00:00 12/04/2008",7.955,2,17.9,2
"00:00:00 12/04/2009",6.799,2,17.9,2
"00:00:00 12/04/2010",6.87,2,16.7,2
"00:00:00 12/04/2011",8.594,2,18,2
"00:00:00 12/04/2013",7.798,100,17.8,2
"00:00:00 12/05/2007",7.093,2,13.8,2
"00:00:00 12/05/2008",7.403,2,14.2,2
"00:00:00 12/05/2009",7.609,2,12.7,2
"00:00:00 12/05/2010",8.606,2,13.4,2
"00:00:00 12/05/2011",9.526,2,13.4,2
"00:00:00 12/05/2012",8.138,2,13.4,2
"00:00:00 12/05/2013",10.169,15,12.8,2
"00:00:00 12/06/2006",10.129,2,NA,NA
"00:00:00 12/06/2007",8.604,2,9.2,2
"00:00:00 12/06/2008",9.717,2,12.9,2
"00:00:00 12/06/2009",8.373,2,10.1,2
"00:00:00 12/06/2010",9.576,2,10.3,2
"00:00:00 12/06/2011",10.442,2,10.2,2
"00:00:00 12/06/2012",9.83,15,10.3,2
"00:00:00 12/06/2013",10.581,15,9.3,2
"00:00:00 12/07/2006",9.5,2,9.9,2
"00:00:00 12/07/2007",NA,NA,8.5,2
"00:00:00 12/07/2008",NA,NA,8.9,2
"00:00:00 12/07/2009",10.718,2,9.8,2
"00:00:00 12/07/2010",10.826,15,9.7,2
"00:00:00 12/07/2011",11.02,2,8.5,2
"00:00:00 12/07/2012",11.491,15,9,2
"00:00:00 12/07/2013",9.297,15,7.8,2
"00:00:00 12/08/2006",8.106,2,NA,NA
"00:00:00 12/08/2007",10.463,2,9.6,2
"00:00:00 12/08/2008",11.051,2,10.4,2
"00:00:00 12/08/2009",10.108,2,11.2,2
"00:00:00 12/08/2010",11.189,15,9.3,2
"00:00:00 12/08/2011",10.823,2,9.9,2
"00:00:00 12/08/2013",10.874,2,10.1,2
"00:00:00 12/09/2006",9.819,2,13.2,2
"00:00:00 12/09/2007",8.961,2,13.1,2
"00:00:00 12/09/2008",7.152,2,13.6,2
"00:00:00 12/09/2009",8.855,2,12.9,2
"00:00:00 12/09/2010",10.058,15,11.2,2
"00:00:00 12/09/2011",8.762,2,12.3,2
"00:00:00 12/09/2013",8.725,2,13.6,2
"00:00:00 12/10/2006",9.544,2,16.4,2
"00:00:00 12/10/2007",7.822,2,17,2
"00:00:00 12/10/2008",NA,NA,16.3,2
"00:00:00 12/10/2009",8.764,2,13.1,2
"00:00:00 12/10/2010",7.814,2,16.7,2
"00:00:00 12/10/2011",9.741,2,14.1,2
"00:00:00 12/10/2012",10.137,2,13.7,2
"00:00:00 12/10/2013",8.749,2,16.5,2
"00:00:00 12/11/2005",7.21,100,NA,170
"00:00:00 12/11/2006",6.8,2,19.6,2
"00:00:00 12/11/2007",NA,NA,17.7,2
"00:00:00 12/11/2008",5.861,2,19.7,2
"00:00:00 12/11/2009",5.871,2,22.3,2
"00:00:00 12/11/2011",7.308,15,19.4,2
"00:00:00 12/11/2012",7.9,2,19.9,2
"00:00:00 12/11/2013",8.784,2,17.4,2
